Razón,Valor
EfecAct,0.02080341404030034
CliAct,0.19784894004121523
InvAct,0
AcAcT,0.36661684877762396
InmAct,0.2394161323536643
OaAct,0.09990657283221405
PacAct,0.3519781377447248
PrsAct,0.5628338680188523
PalAct,0.6927053795869834
TopAct,1.0446835173317082
tocact,0.04468351733170817
cosvta,0.4083676912311007
uopvta,0.28500394239223886
gfinvta,0.020422304516342252
uaivta,0.2570349989929544
impvta,0.048821255077133356
utnvta,0.208213743915821
Acpc,1.0415898303420084
Acinvpc,1.0415898303420084
rotinv,N/A
rotcxc,5.706204162417739
rotact,1.12896644519312
intact,0.8857659182500688
pascc,23.379616908322106
multcap,22.379616908322106
paslpcc,15.502481025490535
cobinter,13.955523098001706
roe,5.260694420360416
roa,0.2350663303089951
ros,0.208213743915821
upa,35.899235390497
diainv,0
diacxc,0
