Razón,Valor
EfecAct,0.05157227989955399
CliAct,0.05520782579363592
InvAct,0
AcAcT,0.20973726621940708
InmAct,0.03069600089951651
OaAct,0.01705333383306473
PacAct,0.24328173606686407
PrsAct,0.4855515160601177
PalAct,0.5276413927513961
TopAct,0.7709231288182602
tocact,0.2290768711817398
cosvta,0.6503603844100374
uopvta,0.13754671649759745
gfinvta,0.044847837693539776
uaivta,0.09737052856380139
impvta,0.006740523224773092
utnvta,0.09063000533902829
Acpc,0.8621167770759514
Acinvpc,0.8621167770759514
rotinv,N/A
rotcxc,10.172437202987101
rotact,0.5615981409992129
intact,1.7806326748531767
pascc,3.3653468586387434
multcap,4.365346858638744
paslpcc,2.3033376963350785
cobinter,3.0669642857142856
roe,0.22218586387434555
roa,0.05089764251714703
ros,0.09063000533902829
upa,7.289318303811058
diainv,0
diacxc,0
