Razón,Valor
EfecAct,0.024618624772313295
CliAct,0.06341074681238616
InvAct,0
AcAcT,0.18539389799635703
InmAct,0.09386384335154827
OaAct,0.01627959927140255
PacAct,0.14039731329690347
PrsAct,0.24379553734061932
PalAct,0.30376252276867033
TopAct,0.44415983606557374
tocact,0.5487534153005464
cosvta,0.305126404494382
uopvta,0.16973314606741574
gfinvta,0.018609550561797753
uaivta,0.13939606741573032
impvta,0.027598314606741572
utnvta,0.11025280898876405
Acpc,1.3204946280154064
Acinvpc,1.3204946280154064
rotinv,N/A
rotcxc,6.391382405745063
rotact,0.40528233151183973
intact,2.4674157303370787
pascc,0.8093978528084643
multcap,1.8223121207406254
paslpcc,0.5535501270680981
cobinter,9.120754716981132
roe,0.08142731186141798
roa,0.044683515482695814
ros,0.11025280898876405
upa,1.0727707550392893
diainv,0
diacxc,0
