Razón,Valor
EfecAct,0.04143387081320332
CliAct,0.3342631100693738
InvAct,0
AcAcT,0.6841381699051321
InmAct,0.03413065536831573
OaAct,0.054639554315874556
PacAct,0.780565486398976
PrsAct,0.06627551325916924
PalAct,0.20878393246565397
TopAct,0.98934941886463
tocact,0.008344204981346652
cosvta,0.965826080662314
uopvta,0.010243620776631693
gfinvta,0.0010514033400587674
uaivta,0.00824201047603565
impvta,0.001633498982091666
utnvta,0.006657017556978728
Acpc,0.8764647961329968
Acinvpc,0.8764647961329968
rotinv,N/A
rotcxc,12.53753505139213
rotact,4.190835458882121
intact,0.23861590601954674
pascc,118.56724769781016
multcap,119.84365223954653
paslpcc,25.0214289956188
cobinter,9.74280790857972
roe,3.343453964823957
roa,0.02789846522818728
ros,0.006657017556978728
upa,8.530644065476976
diainv,0
diacxc,0
