Razón,Valor
EfecAct,0.09039827599968074
CliAct,0.15546332508580094
InvAct,0
AcAcT,0.7065049086120201
InmAct,0.18908133131135765
OaAct,0.0035278154681139757
PacAct,0.24838374970069438
PrsAct,0.3885705164019475
PalAct,0.42140633729746985
TopAct,0.6697900869981642
tocact,0.3302099130018357
cosvta,0.3681086602434917
uopvta,0.16500565938768186
gfinvta,0.005604174143499986
uaivta,0.1961184882533197
impvta,0.046627833144687075
utnvta,0.14949065510863263
Acpc,2.844408740359897
Acinvpc,2.844408740359897
rotinv,N/A
rotcxc,3.719375705924633
rotact,0.5782265144863916
intact,1.729426055268752
pascc,2.028376679880112
multcap,3.0283766798801124
paslpcc,1.2761771246253504
cobinter,29.44334975369458
roe,0.2617712462535048
roa,0.08643946045175194
ros,0.14949065510863263
upa,1.27262044653349
diainv,0
diacxc,0
