Razón,Valor
EfecAct,0.13924614830095786
CliAct,0.14032378045507182
InvAct,0
AcAcT,0.458677423560358
InmAct,0.25082662944699646
OaAct,0.015388084081688996
PacAct,0.2918922981356933
PrsAct,0.19107280075461858
PalAct,0.25271992453814124
TopAct,0.5446122226738345
tocact,0.4553877773261655
cosvta,0.40180330094377065
uopvta,0.2996837162345433
gfinvta,0.011357971544567767
uaivta,0.28986332247368374
impvta,0.05903763309717443
utnvta,0.23082568937650935
Acpc,1.5713926900090063
Acinvpc,1.5713926900090063
rotinv,N/A
rotcxc,8.003045174829762
rotact,1.1230175540848333
intact,0.8904580310099584
pascc,1.1959306986049456
multcap,2.1959306986049456
paslpcc,0.5549554404424296
cobinter,26.385320218368967
roe,0.5692320128256081
roa,0.259221301103553
ros,0.23082568937650935
upa,10.062659267903499
diainv,0
diacxc,0
