Razón,Valor
EfecAct,0.01934232377691667
CliAct,0.06709804669510487
InvAct,0
AcAcT,0.21442626611278837
InmAct,0.09584637784982951
OaAct,0.053593773986016585
PacAct,0.13292149100567988
PrsAct,0.2331778070326419
PalAct,0.2861528871604743
TopAct,0.41907437816615417
tocact,0.580572082486312
cosvta,0.2818154769954829
uopvta,0.19627545914365313
gfinvta,0.027210516350653215
uaivta,0.14434286332530902
impvta,0.005707175894620107
utnvta,0.13848692218225095
Acpc,1.6131798138167566
Acinvpc,1.6131798138167566
rotinv,N/A
rotcxc,5.126317249029396
rotact,0.34396587414929597
intact,2.9072651537691705
pascc,0.7218300548856216
multcap,1.7224390048475622
paslpcc,0.49288089419494413
cobinter,7.213220675944334
roe,0.08204799487200032
roa,0.04763477524666347
ros,0.13848692218225095
upa,4.883166428230806
diainv,0
diacxc,0
