Razón,Valor
EfecAct,0.14604190610554152
CliAct,0.0264108637299292
InvAct,0
AcAcT,0.2035240627963659
InmAct,0.030605028417471626
OaAct,0.11623491606909891
PacAct,0.18182419056458846
PrsAct,0.29022858330929713
PalAct,0.39569537809987326
TopAct,0.5775195686644617
tocact,0.42248043133553825
cosvta,0.5846216044653048
uopvta,0.2062076848535895
gfinvta,0.022198244732714006
uaivta,0.1840094401208755
impvta,0.02364581968364481
utnvta,0.16036362043723068
Acpc,1.119345353136986
Acinvpc,1.119345353136986
rotinv,N/A
rotcxc,26.201928590408794
rotact,0.6920155654626226
intact,1.445054200957872
pascc,1.3669735349370296
multcap,2.3669735349370296
paslpcc,0.9366004878593015
cobinter,9.289368926980837
roe,0.262672808597771
roa,0.11097412147650357
ros,0.16036362043723068
upa,12.031177001899897
diainv,0
diacxc,0
