Razón,Valor
EfecAct,0.01651353608804599
CliAct,0.025276372033606838
InvAct,0
AcAcT,0.08956419201100575
InmAct,0.36700732078809023
OaAct,0.04815260649535695
PacAct,0.12560064855303887
PrsAct,0.31409128875350073
PalAct,0.5810396501744215
TopAct,0.7066402987274604
tocact,0.25376357293765045
cosvta,0.40940797856699446
uopvta,0.2013755023360669
gfinvta,0.054758715326559286
uaivta,0.16211977652171072
impvta,0.03451007939360277
utnvta,0.11592119449799065
Acpc,0.7130870186007393
Acinvpc,0.7130870186007393
rotinv,N/A
rotcxc,11.89892117795704
rotact,0.3007615584926055
intact,3.3248929983337145
pascc,2.784640405820111
multcap,3.9406759150798187
paslpcc,2.289688955148746
cobinter,3.677505966587112
roe,0.13739024366632138
roa,0.03486463911954012
ros,0.11592119449799065
upa,1.9553596031964728
diainv,0
diacxc,0
