Razón,Valor
EfecAct,0.08498708105609176
CliAct,0.08369093234784433
InvAct,0
AcAcT,0.40718355677953844
InmAct,0.12398499076813119
OaAct,0.13303534203293976
PacAct,0.4121242374136019
PrsAct,0.27023707892893306
PalAct,0.41161655553444154
TopAct,0.8237407929480435
tocact,0.17625920705195655
cosvta,0.5586887042279244
uopvta,0.2982141226502472
gfinvta,0.010261293815307148
uaivta,0.296740023742124
impvta,0.043677681098921166
utnvta,0.2530623426432028
Acpc,0.9880116717592975
Acinvpc,0.9880116717592975
rotinv,N/A
rotcxc,12.989189372373593
rotact,1.087077369016657
intact,0.9198977262350471
pascc,4.673462491552152
multcap,5.673462491552152
paslpcc,2.3352910887265472
cobinter,29.062039155860667
roe,1.5607601454639075
roa,0.27509834563776475
ros,0.2530623426432028
upa,6.134052913803197
diainv,0
diacxc,0
